Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","BGD","Bangladesh","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","10.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BGD","Bangladesh","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","10.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BRB","Barbados","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BRB","Barbados","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BRB","Barbados","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BLR","Belarus","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","9.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BLR","Belarus","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","10","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BLR","Belarus","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","9.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BEL","Belgium","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","55.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BEL","Belgium","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","50.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BEL","Belgium","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","47","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BLZ","Belize","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","35.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BLZ","Belize","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","35.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BLZ","Belize","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","35.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BEN","Benin","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","17.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BEN","Benin","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","18.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BEN","Benin","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","21.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BMU","Bermuda","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BMU","Bermuda","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BMU","Bermuda","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BTN","Bhutan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BTN","Bhutan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BTN","Bhutan","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BOL","Bolivia (Plurinational State of)","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","29.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BOL","Bolivia (Plurinational State of)","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","27.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BOL","Bolivia (Plurinational State of)","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","25.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BIH","Bosnia and Herzegovina","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","31.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BIH","Bosnia and Herzegovina","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","29.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BIH","Bosnia and Herzegovina","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","29.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BWA","Botswana","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","83.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BWA","Botswana","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","81.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BWA","Botswana","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","72.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BRA","Brazil","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","9.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BRA","Brazil","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","6.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BRA","Brazil","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","6.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BRN","Brunei Darussalam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","99.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BRN","Brunei Darussalam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","95.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BRN","Brunei Darussalam","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","93.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BGR","Bulgaria","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","-20.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BGR","Bulgaria","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","-22","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BGR","Bulgaria","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","-22.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BFA","Burkina Faso","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","7.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BFA","Burkina Faso","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","6.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BFA","Burkina Faso","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","6.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BDI","Burundi","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BDI","Burundi","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","BDI","Burundi","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CPV","Cabo Verde","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","91.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CPV","Cabo Verde","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","93","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CPV","Cabo Verde","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","92.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","KHM","Cambodia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","3.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","KHM","Cambodia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","3.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","KHM","Cambodia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","2.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CMR","Cameroon","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","32","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CMR","Cameroon","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","30.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CMR","Cameroon","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","30.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CAN","Canada","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","-43.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CAN","Canada","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","-42.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CAN","Canada","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","-48","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CAF","Central African Republic","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","18","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CAF","Central African Republic","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","17.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CAF","Central African Republic","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","17.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","TCD","Chad","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","5.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","TCD","Chad","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","4.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","TCD","Chad","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","5.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CHL","Chile","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","31.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CHL","Chile","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","29.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CHL","Chile","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","26.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CHN","China","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","-1.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CHN","China","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","-0.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CHN","China","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","0.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","HKG","China, Hong Kong SAR","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","99.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","HKG","China, Hong Kong SAR","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","HKG","China, Hong Kong SAR","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","MAC","China, Macao SAR","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","MAC","China, Macao SAR","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","MAC","China, Macao SAR","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","F41","China, mainland","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","-3.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","F41","China, mainland","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","-2.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","F41","China, mainland","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","-1.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","TWN","China, Taiwan Province of","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","82.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","TWN","China, Taiwan Province of","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","83.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","TWN","China, Taiwan Province of","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","84.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COL","Colombia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","53.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COL","Colombia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","51.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COL","Colombia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","51.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COM","Comoros","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COM","Comoros","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COM","Comoros","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COG","Congo","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COG","Congo","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COG","Congo","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","86.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COK","Cook Islands","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COK","Cook Islands","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COK","Cook Islands","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CRI","Costa Rica","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","82.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CRI","Costa Rica","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","87.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CRI","Costa Rica","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","83.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CIV","C?te d'Ivoire","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","52.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CIV","C?te d'Ivoire","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","51.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CIV","C?te d'Ivoire","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","50.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","HRV","Croatia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","-2.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","HRV","Croatia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","-0.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","HRV","Croatia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","3.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CUB","Cuba","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","71","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CUB","Cuba","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","68.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CUB","Cuba","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","71","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CYP","Cyprus","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CYP","Cyprus","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CYP","Cyprus","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","100","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CZE","Czechia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","-10.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CZE","Czechia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","-11.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","CZE","Czechia","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","-21.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","PRK","Democratic People's Republic of Korea","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","41.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","PRK","Democratic People's Republic of Korea","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","37.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","PRK","Democratic People's Republic of Korea","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","35.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COD","Democratic Republic of the Congo","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COD","Democratic Republic of the Congo","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","COD","Democratic Republic of the Congo","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","","F","FAO estimate",""
"FS","Suite of Food Security Indicators","DNK","Denmark","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","-11.5","F","FAO estimate",""
