Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","TWN","China, Taiwan Province of","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","TWN","China, Taiwan Province of","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.61","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COL","Colombia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.95","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COL","Colombia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-2.37","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COL","Colombia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-2.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COM","Comoros","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COM","Comoros","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.67","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COM","Comoros","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.16","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COG","Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.58","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COG","Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-1.17","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COG","Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-1.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COK","Cook Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COK","Cook Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COK","Cook Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CRI","Costa Rica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CRI","Costa Rica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CRI","Costa Rica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.63","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CIV","Côte d'Ivoire","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.92","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CIV","Côte d'Ivoire","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-1.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CIV","Côte d'Ivoire","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-2.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HRV","Croatia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.63","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HRV","Croatia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.56","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HRV","Croatia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.69","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CUB","Cuba","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CUB","Cuba","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.32","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CUB","Cuba","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.36","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CYP","Cyprus","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CYP","Cyprus","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.53","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CYP","Cyprus","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.38","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CZE","Czechia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CZE","Czechia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.89","X","International reliable sources",""
"FS","Suite of Food Security Indicators","CZE","Czechia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.65","X","International reliable sources",""
"FS","Suite of Food Security Indicators","PRK","Democratic People's Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","PRK","Democratic People's Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.22","X","International reliable sources",""
"FS","Suite of Food Security Indicators","PRK","Democratic People's Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.22","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COD","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.98","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COD","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-2.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","COD","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-2.39","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DNK","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.53","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DNK","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DNK","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","1.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DJI","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.31","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DJI","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.91","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DJI","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.34","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DMA","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.55","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DMA","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.67","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DMA","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.95","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DOM","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DOM","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.42","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DOM","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.34","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ECU","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.76","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ECU","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.96","X","International reliable sources",""
